id,category,description,last_modified,mark,mark_amount,name,user_id
651,Y/nq/dE/s,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",28/10/2017,2.6,67,Beef Dry Aged Tenderloin Aaa,80
652,e/pZ/Dr/wj/b,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,5/10/2018,1.0,41,Extract - Lemon,8
653,a/iE/np/P,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",13/8/2018,4.1,72,Wine - Pinot Grigio Collavini,44
654,F/wx/o,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,16/11/2017,2.5,60,"Cheese - Brie,danish",59
655,d/g,Proin interdum mauris non ligula pellentesque ultrices.,5/11/2017,2.3,57,"Water - Mineral, Natural",46
656,J/Z,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",16/11/2017,3.5,59,Extract - Lemon,44
657,o/Ia/UV/mo/K,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2/8/2018,1.3,78,Ketchup - Tomato,49
658,f/uU/uW/F,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",16/11/2017,4.2,55,Almonds Ground Blanched,56
659,K/He/rw/TK/l,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",30/5/2018,4.8,82,Miso Paste White,86
660,u/Ic/pn/Qq/h,Suspendisse potenti. Nullam porttitor lacus at turpis.,28/1/2018,2.6,88,Beef - Salted,46
661,s/d,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,26/11/2017,1.6,46,Wine - Alsace Gewurztraminer,55
662,P/M,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,27/11/2017,1.2,37,Soup Knorr Chili With Beans,64
663,L/fn/bu/C,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",23/10/2017,4.2,34,Ginger - Fresh,52
664,c/R,Duis consequat dui nec nisi volutpat eleifend.,25/5/2018,3.8,86,Oil - Pumpkinseed,83
665,c/gP/QJ/i,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",23/8/2018,3.1,37,Mix - Cappucino Cocktail,45
666,i/nA/f,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",10/12/2017,4.6,4,Water - Spring 1.5lit,36
667,b/XI/Iw/l,Aliquam sit amet diam in magna bibendum imperdiet.,5/4/2018,4.4,2,Plastic Wrap,56
668,K/EX/dP/pu/m,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,21/4/2018,4.9,12,Plums - Red,94
669,Z/GW/uk/s,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",15/9/2018,4.1,4,"Mushroom - Trumpet, Dry",10
670,i/M,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",7/5/2018,3.1,16,Wine - Chardonnay South,13
671,X/Wq/zk/M,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",12/3/2018,3.6,89,Crab Brie In Phyllo,89
672,Z/Jr/Lm/JT/P,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",30/8/2018,4.3,86,Neckerchief Blck,67
673,p/zE/Cx/J,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",5/1/2018,3.5,61,Bread - Granary Small Pull,100
674,n/f,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1/11/2017,4.2,89,Wine - Casillero Del Diablo,37
675,g/va/Rl/u,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",24/7/2018,2.0,18,Cookies Almond Hazelnut,95
676,n/j,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,1/4/2018,3.3,99,"Tortillas - Flour, 8",69
677,Z/Y,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,13/12/2017,1.1,20,Veal - Eye Of Round,18
678,B/cW/eB/Wn/f,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",12/4/2018,1.3,63,"Ranchero - Primerba, Paste",95
679,d/Dm/bG/v,Vivamus tortor. Duis mattis egestas metus.,8/6/2018,2.6,97,"Juice - Orange, 341 Ml",71
680,v/gP/ho/u,Quisque ut erat. Curabitur gravida nisi at nibh.,26/2/2018,3.6,85,Tuna - Yellowfin,50
681,t/ck/w,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3/8/2018,5.0,82,Hagen Daza - Dk Choocolate,51
682,s/s,Duis mattis egestas metus.,29/11/2017,4.0,24,The Pop Shoppe - Grape,38
683,D/HK/e,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,11/4/2018,4.2,22,Coffee Decaf Colombian,100
684,l/Y,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",16/1/2018,1.3,37,Dome Lid Clear P92008h,21
685,Y/bp/K,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,22/2/2018,2.3,60,Pastry - Trippleberry Muffin - Mini,92
686,P/E,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",23/1/2018,3.2,73,Carbonated Water - Peach,51
687,T/j,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",10/3/2018,1.8,44,Wine - Alsace Gewurztraminer,82
688,g/mE/VX/U,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,27/6/2018,3.5,42,Magnotta - Bel Paese White,36
689,j/DF/KP/x,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",8/6/2018,4.8,82,Burger Veggie,99
690,z/YJ/C,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,9/9/2018,1.2,57,Munchies Honey Sweet Trail Mix,23
691,H/E,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",12/12/2017,3.2,35,Foam Cup 6 Oz,64
692,I/zq/LE/I,Proin risus. Praesent lectus.,25/7/2018,4.6,8,Garbage Bags - Black,86
693,w/Sk/e,Nulla ut erat id mauris vulputate elementum. Nullam varius.,31/12/2017,3.8,78,Wine La Vielle Ferme Cote Du,9
694,s/PG/qe/O,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",14/3/2018,3.2,95,The Pop Shoppe - Cream Soda,45
695,c/O,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,8/11/2017,3.3,19,Cocoa Powder - Dutched,94
696,g/vT/Jt/Xb/a,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",24/7/2018,1.5,33,Sauce - Demi Glace,9
697,a/W,Vivamus in felis eu sapien cursus vestibulum.,24/3/2018,1.9,77,Extract - Raspberry,24
698,n/Xd/F,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,11/8/2018,3.3,64,"Wine - White, Chardonnay",60
699,K/J,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",9/10/2018,2.1,73,Creamers - 10%,1
700,m/ud/h,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",16/1/2018,2.9,97,Kohlrabi,24
701,x/wm/JN/Ud/m,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",10/6/2018,3.0,25,Bacardi Limon,82
702,H/BI/ON/l,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",5/11/2017,1.6,65,Nutmeg - Ground,65
703,I/OT/F,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",21/9/2018,3.8,81,Crackers - Water,26
704,r/l,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",30/1/2018,3.3,65,"Beef - Ox Tail, Frozen",35
705,e/Ib/J,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",15/8/2018,2.0,31,Anisette - Mcguiness,24
706,n/mG/w,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,22/7/2018,1.3,48,Cheese - Parmesan Cubes,3
707,d/ij/FF/m,In blandit ultrices enim.,7/11/2017,3.9,47,Fuji Apples,91
708,q/eX/R,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",5/12/2017,4.3,49,Ice Cream - Strawberry,25
709,E/GM/B,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",5/5/2018,1.2,21,Banana - Green,77
710,z/vQ/mv/s,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",27/2/2018,1.3,44,"Bag - Bread, White, Plain",78
711,D/jc/yD/Mv/Q,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",8/1/2018,4.2,3,Icecream - Dstk Cml And Fdg,70
712,f/C,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,7/6/2018,2.6,49,Bulgar,58
713,V/k,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",19/10/2017,1.9,17,Steel Wool,5
714,S/Y,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",3/9/2018,3.9,82,Halibut - Fletches,54
715,i/ql/wq/B,Nam tristique tortor eu pede.,16/10/2017,3.7,28,Pork - Hock And Feet Attached,57
716,s/mu/id/LX/D,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",30/10/2017,2.5,78,Vaccum Bag 10x13,65
717,i/VN/eQ/cN/M,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",31/12/2017,1.2,63,Chick Peas - Canned,23
718,Q/HR/wB/uR/p,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",12/6/2018,3.6,53,"Chicken - Leg, Fresh",38
719,k/pG/O,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,14/12/2017,4.8,81,Chocolate - Sugar Free Semi Choc,69
720,K/Ku/l,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",6/5/2018,4.9,47,"Stock - Veal, Brown",21
721,O/XZ/jE/bu/m,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2/10/2018,3.8,60,Assorted Desserts,70
722,N/E,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2/1/2018,4.9,67,Cognac - Courvaisier,97
723,M/g,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,19/2/2018,1.0,90,Chips - Miss Vickies,36
724,c/Yo/z,Aliquam non mauris. Morbi non lectus.,8/4/2018,3.0,34,Bagel - Whole White Sesame,23
725,v/Mn/pe/J,In hac habitasse platea dictumst.,6/5/2018,1.7,92,Transfer Sheets,36
726,y/Fw/V,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",30/8/2018,4.7,13,Beans - Butter Lrg Lima,55
727,s/bY/a,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",26/2/2018,4.4,91,"Oil - Truffle, Black",36
728,R/mX/mw/x,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",19/5/2018,2.7,63,Sprouts - China Rose,68
729,k/qs/Jv/V,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,13/2/2018,2.8,28,Glove - Cutting,94
730,t/oT/Ot/Xy/K,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,28/12/2017,1.8,43,Pastry - Butterscotch Baked,26
731,x/Er/f,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",25/12/2017,1.2,9,Pepsi - 600ml,86
732,d/BC/up/dU/q,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",8/7/2018,4.7,20,Hot Choc Vending,89
733,a/Ia/Ld/x,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",16/12/2017,1.1,23,Soup - Campbellschix Stew,76
734,E/al/c,Aenean lectus. Pellentesque eget nunc.,20/12/2017,1.2,94,Crackers - Water,51
735,d/XG/VG/iT/w,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",5/12/2017,4.7,64,Tea - Herbal I Love Lemon,32
736,X/PW/qW/U,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,28/10/2017,4.2,9,"Nut - Peanut, Roasted",19
737,Q/d,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",13/10/2018,1.5,7,Beef - Striploin,69
738,F/c,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",22/10/2017,3.7,89,Shark - Loin,7
739,b/XC/uu/t,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,11/3/2018,1.5,7,Soup - Chicken And Wild Rice,90
740,W/cB/bv/u,Duis ac nibh.,5/1/2018,1.1,29,Cheese - Brick With Pepper,54
741,G/C,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,22/7/2018,2.6,61,"Wine - White, Antinore Orvieto",18
742,m/wE/qZ/U,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",11/8/2018,4.5,97,Fudge - Cream Fudge,5
743,r/vk/D,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",7/7/2018,3.3,44,Dooleys Toffee,1
744,X/jo/KN/Z,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",3/8/2018,2.6,89,Pork - Shoulder,62
745,X/WM/G,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4/10/2018,1.6,18,Soup - Cream Of Broccoli,22
746,R/kg/fP/Nv/h,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",11/1/2018,1.2,6,Puree - Mango,71
747,z/r,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,1/7/2018,4.3,51,Lettuce - Iceberg,14
748,F/pf/eK/e,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",17/10/2017,4.7,16,Smoked Tongue,34
749,O/IM/Au/Z,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",28/9/2018,3.6,86,Glass Clear 8 Oz,56
750,K/S,Nulla tellus.,19/12/2017,1.7,98,Crush - Cream Soda,84
751,b/e,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",7/8/2018,1.6,41,Compound - Raspberry,5
752,T/Tk/K,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",29/9/2018,3.3,2,Pecan Raisin - Tarts,18
753,w/fp/Xx/Ax/N,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,10/8/2018,4.0,65,Ham - Proscuitto,25
754,G/Xd/wz/fR/q,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,17/1/2018,4.8,29,Hot Chocolate - Individual,58
755,J/Hr/v,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,23/4/2018,3.4,90,"Chicken - Wings, Tip Off",51
